,price,fast,slow,ema_side,average,upper_band,lower_band,standard_deviation,bb_side,%K,%D,so_side,CCI,tenka_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,wr_side,tenka_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,ic_side,RSI,rsi_side
2014-07-01 23:00:00,0.94895,0.9450774871056439,0.9434196358475979,1.0,,,,,,,,,,0.94422,,,,,0.0,0.94422,,,,,0.0,75.08432055625357,-1.0
2014-07-02 07:00:00,0.945745,0.9452456292447504,0.9437437948077896,1.0,,,,,,,,,,0.94422,,,,,0.0,0.94422,,,,,0.0,57.96209405608179,0.0
2014-07-02 15:00:00,0.9438550000000001,0.9448960008299125,0.9437590768816138,1.0,,,,,,,,,,0.94422,,,,,0.0,0.94422,,,,,0.0,50.17648031617408,0.0
2014-07-03 01:00:00,0.937645,0.9430755532556588,0.9429291756308766,1.0,,,,,,,,,,0.9432974999999999,,,,,0.0,0.9432974999999999,,,,,0.0,33.24608755014856,0.0
2014-07-03 11:00:00,0.93345,0.9406615094973567,0.9416561759491233,-1.0,0.9415634999999998,0.9490595476919506,0.934067452308049,0.0037480238459753697,,0.0,,,-140.66188684386688,0.9412,,,,,0.0,0.9412,,,,,0.0,26.323117743734656,1.0
2014-07-03 19:00:00,0.934665,0.9391588080845217,0.940725946428817,-1.0,0.9411329999999998,0.9491568035868282,0.9331091964131714,0.004011901793414184,,7.838709677419158,,,-104.75873882009569,0.9412,,,,,0.0,0.9412,,,,,0.0,31.116678054836257,0.0
2014-07-04 07:00:00,0.9352050000000001,0.9381685897051962,0.9399972140880531,-1.0,0.9407812499999997,0.9491877747724606,0.9323747252275387,0.004203262386230465,,11.322580645161722,6.387096774193626,,-86.20377375327179,0.9412,,,,,0.0,0.9412,,,,,0.0,33.3407695054227,0.0
2014-07-04 17:00:00,0.936485,0.9377471284248003,0.9395368424436915,-1.0,0.9406004999999997,0.9492108257197387,0.9319901742802608,0.004305162859869506,,19.580645161290438,12.913978494623771,,-62.11601191671589,0.9412,,,,,0.0,0.9412,,,,,0.0,38.74969420477399,0.0
2014-07-07 05:00:00,0.9357,0.937234832285122,0.9390369573478854,-1.0,0.9404969999999997,0.9492887855979314,0.931705214402068,0.00439589279896585,,14.516129032257938,15.139784946236697,1.0,-70.90766253906409,0.9412,,,,,0.0,0.9412,,,,,0.0,36.645531776381354,0.0
2014-07-07 17:00:00,0.9372100000000001,0.9372286195384798,0.9388001827025754,-1.0,0.9405509999999998,0.9492475835820738,0.9318544164179258,0.004348291791037006,,24.25806451612972,19.45161290322603,1.0,-49.926180165932564,0.9395975,,,,,0.0,0.9395975,,,,,0.0,43.45986014832454,0.0
2014-07-08 05:00:00,0.938725,0.9376029259152212,0.938790483605293,-1.0,0.9405379999999999,0.9492446798494029,0.9318313201505969,0.004353339924701469,,34.03225806451641,24.268817204301357,1.0,-27.06112004849381,0.9386525000000001,0.9412,,,,0.0,0.9386525000000001,0.9412,,,,0.0,49.72052088199858,0.0
2014-07-08 15:00:00,0.939875,0.938171184983716,0.9389298354587581,-1.0,0.94053325,0.9492412677279332,0.9318252322720668,0.004354008863966609,,41.45161290322601,33.24731182795738,1.0,-9.823632393228902,0.9366625,0.9412,,,0.943275,0.0,0.9366625,0.9412,,,0.943275,0.0,54.16567894410051,0.0
2014-07-09 01:00:00,0.9398299999999999,0.9385860204394452,0.9390450970326919,-1.0,0.94047375,0.9491839129577178,0.9317635870422822,0.0043550814788588955,,41.16129032258038,38.8817204301076,1.0,-9.604870218739393,0.9366625,0.9412,,,0.9422400000000001,0.0,0.9366625,0.9412,,,0.9422400000000001,0.0,53.950324874632884,0.0
2014-07-09 13:00:00,0.9404250000000001,0.9390458748252604,0.9392212503283769,-1.0,0.9403755,0.9490412024527732,0.9317097975472268,0.0043328512263865904,,45.00000000000054,42.537634408602315,1.0,0.7423384662278482,0.9375450000000001,0.9412,,,0.9400999999999999,0.0,0.9375450000000001,0.9412,,,0.9400999999999999,0.0,56.5838219477034,0.0
2014-07-09 21:00:00,0.9412100000000001,0.9395870027547021,0.9394744541533226,1.0,0.94035325,0.9490079754578062,0.9316985245421938,0.004327362728903111,,50.064516129033045,45.408602150538,1.0,12.864750161634001,0.9382075000000001,0.9412,,,0.93777,0.0,0.9382075000000001,0.9412,,,0.93777,0.0,60.06083151689849,0.0
2014-07-10 05:00:00,0.93694,0.9389251634215379,0.9391525185500473,-1.0,0.9400860000000002,0.9488153932206084,0.931356606779392,0.004364696610304062,,22.516129032258082,39.19354838709723,1.0,-46.835504269081156,0.938455,0.9412,,,0.93613,0.0,0.938455,0.9412,,,0.93613,0.0,39.97010288988078,0.0
2014-07-10 15:00:00,0.9384899999999999,0.9388163616367501,0.9390685329862181,-1.0,0.9400360000000003,0.9487898966180784,0.9312821033819222,0.0043769483090390455,,32.51612903225772,35.0322580645163,1.0,-22.951370061433888,0.938455,0.9412,,,0.938985,0.0,0.938455,0.9412,,,0.938985,0.0,47.34708152067999,0.0
2014-07-11 01:00:00,0.938675,0.9387810185648395,0.9390187339462518,-1.0,0.9398100000000003,0.9484587577142618,0.9311612422857387,0.004324378857130783,,33.70967741935515,29.580645161290334,1.0,-17.054644450063023,0.9390750000000001,0.9412,,,0.9399700000000001,0.0,0.9390750000000001,0.9412,,,0.9399700000000001,0.0,48.2233413124273,0.0
2014-07-11 11:00:00,0.940395,0.9391845367242172,0.9391926230672588,-1.0,0.9395842500000002,0.947918732752397,0.9312497672476034,0.004167241376198366,,44.80645161290321,37.01075268817204,1.0,12.64179793725691,0.9390750000000001,0.9412,,,0.94102,0.0,0.9390750000000001,0.9412,,,0.94102,0.0,56.06680436462348,0.0
2014-07-13 21:00:00,0.938505,0.9390146453434436,0.9391058599375351,-1.0,0.9390990000000002,0.9464388893724635,0.931759110627537,0.0036699446862315946,,32.61290322580675,37.04301075268838,1.0,-10.51713551712674,0.9390750000000001,0.9412,,,0.94239,0.0,0.9390750000000001,0.9412,,,0.94239,0.0,47.0332251257104,0.0
