,price,fast,slow,ema_side,average,upper_band,lower_band,standard_deviation,bb_side,%K,%D,so_side,CCI,wr,wr_side,tenka_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,ic_side,RSI,rsi_side,T-1,T-2,T-12,Autocor_1_lag,Autocor_2_lag,Autocor_4_lag,Autocor_6_lag,T-1_1per_rtn,T-2_1per_rtn,T-12_1per_rtn,T-1_rtn,T-2_rtn,T-12_rtn,ir_d1,Friday,Monday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September,EOM,senkou_span_a_frdif,fast_frdif,senkou_span_b_frdif,slow_frdif,upper_band_frdif,price_frdif,tenka_sen_frdif,kijun_sen_frdif,average_frdif,lower_band_frdif,volatility,ret,bin
2015-10-20 11:00:00,119.7315,119.52146559472835,119.40739400616147,1.0,119.28580000000025,119.84524413482734,118.72635586517316,0.27972206741354294,1.0,100.0,99.95450409463147,-1.0,94.52346584273361,0.0,1.0,119.49875,119.06575000000001,119.449625,119.66024999999999,118.8145,-1.0,72.72737013117356,-1.0,119.50900000000001,119.50300000000001,119.399,0.832478570271335,0.7546464871650576,0.7023349084649682,0.528468439370017,5.020668419408736e-05,-1.2551907367708282e-05,0.0016974339299915542,0.0018600534955446188,0.0019102601797384468,0.0027809101246499303,0.24111000000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.845933066045205,6.214471514165361,5.960905779823769,6.146498703809364,6.0557220834905365,6.381025880915672,6.231211832167659,6.037146014792462,6.121601434699329,6.187480785908122,0.004083859329206023,0.0052868292805150485,1.0
2015-10-22 15:00:00,120.6585,120.17744752035907,119.97517236093886,1.0,119.85602500000024,120.45079524765235,119.26125475234814,0.2973851238260547,-1.0,100.0,99.99999999999977,-1.0,139.57391669226473,0.0,1.0,120.19525,119.96225000000001,119.01650000000001,119.35925,119.399,-1.0,83.94734514270792,-1.0,120.36449999999999,120.13550000000001,119.80450000000002,0.8866726943138441,0.6315117724998296,0.2492589681274263,0.17901659501107042,0.001904366479898556,0.003364360579058534,-0.0003505097031100135,0.002439602409858534,0.004343968889757219,0.007102993729052923,0.23919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.9135129508415005,6.5008718413375846,6.0094012955295,6.384243155641556,6.403709446935473,6.829929394079564,6.5118455490266385,6.486885156449489,6.331895859622719,6.260082272309987,0.0038944479072540355,0.005051446852065933,1.0
2015-10-23 13:00:00,121.1275,120.74475861981358,120.46823435551869,1.0,120.26782500000024,121.12742335242535,119.40822664757513,0.4297991762125577,-1.0,100.0,88.19621870209522,-1.0,119.59551695058259,0.0,1.0,120.7455,120.29175,119.142375,119.354,119.4865,-1.0,76.21983194094945,-1.0,120.99350000000001,120.36350000000002,119.87900000000002,0.877444076537475,0.7457112883351737,0.5736873649776735,0.44704703169369875,0.00522049437813088,-0.002874643945608213,-0.0001960117863566424,0.0011068846872540952,0.006327379065385411,0.010360809094150806,0.24504000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.984745639109818,6.668333568563291,6.040005040992618,6.555751575708705,6.6585783638162965,6.8741095066393285,6.761313516283138,6.534757338782825,6.4719909039766605,6.285403444137032,0.004407363268747979,-0.00465625064498143,-1.0
2015-10-27 03:00:00,120.5635,120.8625639117761,120.85834541169498,1.0,120.92657500000027,121.47240366129579,120.38074633870475,0.2729143306477575,-1.0,19.370460048425603,44.16717170601468,-1.0,-43.73900256827937,100.0,-1.0,120.86525,120.564,119.60762500000001,119.354,119.9495,1.0,34.47310936991602,0.0,120.7485,121.0915,121.1275,0.6963906554329652,0.4427902484224098,-0.04661356554714372,-0.4708581055059661,-0.0028365880746612504,0.001045210614186054,0.0011068846872541727,-0.0015332850106419833,-0.004369873085303636,-0.0046671247481795105,0.24529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2829536340970975,6.389957542560289,6.067221631759253,6.480791319117152,6.473230753060015,6.138567478245534,6.352465008311732,6.440461383888632,6.599194665931215,6.725158578802407,0.004425794239309495,0.005756302695260063,1.0
2015-10-28 17:00:00,121.2575,120.6225479411553,120.60451471509674,1.0,120.68700000000028,121.33897062816672,120.03502937183384,0.3259853140832224,-1.0,100.0,37.16882316697478,1.0,97.48637241325635,0.0,1.0,120.78099999999999,120.85024999999999,120.1045,119.555,120.71000000000001,1.0,76.44545888175247,-1.0,120.429,120.30449999999999,120.7485,0.7366671281955699,0.5744847705444591,0.39541618520978616,0.18418945434596556,0.001034338894252862,-0.0006647582809859998,-0.0028365880746612504,0.0068560159156414455,0.007890354809893915,0.004206513479436933,0.23976000000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.369888470030858,6.468756694013365,6.177859146453116,6.397098884594612,6.345481167582797,7.126675500268689,6.624497406329169,6.486868335248815,6.358686434089655,6.3718917005964855,0.00445160698858547,-0.004486320433787605,-1.0
2015-10-30 09:00:00,120.4045,120.76718030984479,120.81772409820958,-1.0,120.8337250000003,121.41111277913292,120.25633722086768,0.28869388956630754,-1.0,9.89119683481776,28.997692054072047,-1.0,-96.0110052804585,100.0,-1.0,120.86,120.81,120.679375,120.2345,120.4665,0.0,34.1154126604486,0.0,120.675,120.7135,120.719,0.46446517658121234,0.02223954535820095,-0.29293238340795436,0.027519193288604853,-0.0003189878583809147,-0.004974620739386815,-8.283665853703326e-06,-0.0022440739549969683,-0.0025630618133784043,-0.002608623202180271,0.24604000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6.391055677517926,6.2734338224741535,6.500381998403427,6.360888459749567,6.4169543248010115,5.981891618607939,6.326319227248568,6.409482119979899,6.4316392822453565,6.446324239689723,0.004225223648064343,0.006170865706846662,1.0
2015-11-03 14:00:00,121.14750000000001,120.81653551691224,120.75313443604502,1.0,120.74262500000027,121.22427330269814,120.26097669730241,0.24082415134893484,-1.0,81.55872667398552,52.4149286498357,1.0,116.57390061874068,0.0,1.0,120.79475000000001,120.86,120.81562499999998,120.42599999999999,120.72,1.0,66.00360050455018,0.0,120.86350000000002,120.63499999999999,120.6925,0.42289581805875287,0.33626014675776866,-0.025084990175231345,-0.08723751667671181,0.0018923518629563318,-0.001362688641890486,0.0023890810502411597,0.0023470018335189006,0.00423935369647573,0.003762822832085057,0.25217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.454131012921081,6.465998068488339,6.416611038585231,6.398402270083523,6.324600712854206,6.737837421310026,6.460554426822242,6.402672682731513,6.347910198636299,6.371219684418378,0.003906638362920477,0.005394250809962919,1.0
2015-11-05 06:00:00,121.801,121.50820544933143,121.28798326810991,1.0,121.04410000000021,121.8820944868506,120.20610551314982,0.41899724342519484,-1.0,100.0,94.08326204733407,-1.0,134.66908195637123,0.0,1.0,121.44399999999999,121.10275,120.913625,120.564,121.3155,1.0,75.40490018835847,-1.0,121.448,121.5665,120.63499999999999,0.9250400926600164,0.9081629631268295,0.8933571469785212,0.9123528858691066,-0.0009752505253164401,0.0,-0.001362688641890486,0.002902377792303246,0.0019271272669868905,0.009619107645307228,0.25517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.485028044418989,6.713141371645577,6.404360670567158,6.623942696553925,6.698823765304603,6.917577664945092,6.708275673322532,6.5408064983440966,6.520555608235881,6.3422874511671665,0.0038512769426664803,0.008218323330678734,1.0
2015-11-06 12:00:00,122.802,122.00521272206215,121.72640552633904,1.0,121.55260000000021,122.3689222157897,120.73627778421073,0.4081611078947403,-1.0,100.0,97.64923402007376,-1.0,157.8422083254804,0.0,1.0,122.18674999999999,121.6275,120.83500000000001,120.85024999999999,120.44200000000001,-1.0,86.10352003380578,-1.0,121.912,121.80799999999999,121.61099999999999,0.8017398785852493,0.7043123172750461,0.5883420578691756,0.5560570790226148,0.0008534384237028902,0.0009527721459967609,0.0018436370953498482,0.0072738292378076354,0.008127267661510519,0.00974587625829167,0.26283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.390909860228213,6.939703239974804,6.536184932831112,6.788729555027253,6.87620138241671,7.628608316820234,7.148176810856967,6.9298034078342425,6.726153253037488,6.576105123658266,0.0037318544038857683,0.005350075731665571,1.0
2015-11-09 10:00:00,123.4695,123.1196672544881,122.61197331530862,1.0,122.21227500000025,123.75473655462363,120.66981344537686,0.7712307773116941,-1.0,100.0,98.79999999999961,-1.0,100.93343709875026,0.0,1.0,122.63874999999999,122.16650000000001,120.740375,120.85024999999999,120.63499999999999,-1.0,86.43987563706304,-1.0,123.3825,123.459,121.68450000000001,0.9500355379870823,0.8743183381474482,0.724404269091424,0.4977215936465118,-0.0006198309639922073,0.0023273646017543115,-0.001744796332313392,0.0007048758252083875,8.504486121551547e-05,0.014562532489024725,0.28346000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.352643457194148,7.299462435944186,6.45864178958896,7.123924378385439,7.4310990862632735,7.324488519129346,7.028303195493123,6.936310532796838,6.96917789917223,6.507256712081208,0.004346617827488143,-0.0050174334552257616,-1.0
